,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-152.35824873509503,23.75686519302649,-192.23742915872333,-113.26945396327064,,
1,0,-0.839779062084677,31.07351254098647,-51.363603963624826,47.96298710700001,,
2,1,84.70925748722547,36.75571498118769,23.862415891889704,153.1210293182225,,
3,2,179.80421590883572,19.91868113391904,148.53032462564414,215.46942421335382,,
4,3,239.01496450850544,41.89614668406166,167.07135764142058,286.3312544727812,,
5,4,301.18908672100736,31.801719621416495,252.674890894957,358.68802965696744,,
6,5,234.4548648343536,27.490924648270823,188.87697811352746,277.36332735345525,,
7,6,261.88315045333985,38.0070369465593,191.88727763788884,319.6906764008968,,
8,7,313.27430088503,30.974671131093604,272.2317360434742,359.2005631817657,,
9,8,313.40256335995605,27.879475798729835,257.68556004773995,349.0547531757572,,
10,9,329.29528561310093,36.6441346222117,275.1113963935464,407.0060246996797,,
11,10,317.2442312764934,53.92841394710869,231.84746755994365,401.0966363054938,,
